researcher_id,researcher_name,paper_id,Bing Liu,http://arxiv.org/abs/2012.12104v1
Deniz Gündüz,Deniz Gündüz,http://arxiv.org/abs/2008.04105v1
Paolo Dini,Paolo Dini,http://arxiv.org/abs/2008.04105v1
Alasdair Hill,Alasdair Hill,http://arxiv.org/abs/2008.04165v2
Ekaterina Komendantskaya,Ekaterina Komendantskaya,http://arxiv.org/abs/2008.04165v2
Ronald P. A. Petrick,Ronald P. A. Petrick,http://arxiv.org/abs/2008.04165v2
Li Xia,Li Xia,http://arxiv.org/abs/2008.03707v1
Ahmed H. Qureshi,Ahmed H. Qureshi,http://arxiv.org/abs/2008.03787v1
Jiangeng Dong,Jiangeng Dong,http://arxiv.org/abs/2008.03787v1
Austin Choe,Austin Choe,http://arxiv.org/abs/2008.03787v1
Michael C. Yip,Michael C. Yip,http://arxiv.org/abs/2008.03787v1
Amirhossein Moosavi,Amirhossein Moosavi,http://arxiv.org/abs/2008.04970v1
Onur Ozturk,Onur Ozturk,http://arxiv.org/abs/2008.04970v1
Ing. Yosvany Medina Carbó,Ing. Yosvany Medina Carbó,http://arxiv.org/abs/2007.11038v1
MSc. Iracely Milagros Santana Ges,MSc. Iracely Milagros Santana Ges,http://arxiv.org/abs/2007.11038v1
Lic. Saily Leo González,Lic. Saily Leo González,http://arxiv.org/abs/2007.11038v1
Xiaowei Guo,Xiaowei Guo,http://arxiv.org/abs/2007.08690v1
Teng Liu,Teng Liu,http://arxiv.org/abs/2007.08690v1
Bangbei Tang,Bangbei Tang,http://arxiv.org/abs/2007.08690v1
Xiaolin Tang,Xiaolin Tang,http://arxiv.org/abs/2007.08690v1
Jinwei Zhang,Jinwei Zhang,http://arxiv.org/abs/2007.08690v1
Wenhao Tan,Wenhao Tan,http://arxiv.org/abs/2007.08690v1
Shufeng Jin,Shufeng Jin,http://arxiv.org/abs/2007.08690v1
